"id","icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","geo_altitude","squawk","spi","position_source","timestamp"
924,"80160a","IGO639P ","India","1752745351","1752745351","74.0054","17.0442","10668",False,"220.21","145.08","0","11330.94",NULL,False,0,"2025-07-17 15:12:34.343686+05:30"
925,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:12:34.344683+05:30"
926,"801623","AXB1214 ","India","1752745340","1752745340","73.1962","16.4191","6774.18",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:12:34.345683+05:30"
927,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:12:34.346684+05:30"
928,"80161c","AXB343  ","India","1752745273","1752745273","75.3003","11.9424","7467.6",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:12:34.347686+05:30"
929,"80161a","IGO5201 ","India","1752745341","1752745349","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:12:34.348687+05:30"
930,"801627","AXB1153 ","India","1752745350","1752745350","76.757","28.7609","2278.38",False,"111.82","207.39","-3.9","2278.38",NULL,False,0,"2025-07-17 15:12:34.35023+05:30"
931,"801632","AKJ156C ","India","1752745351","1752745351","86.8806","22.9563","7033.26",False,"190.99","92.16","-9.43","7444.74","0337",False,0,"2025-07-17 15:12:34.351234+05:30"
932,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:12:34.351234+05:30"
933,"801685","AXB1596 ","India","1752745350","1752745350","87.8987","22.8162","5524.5",False,"187.78","295.3","4.55","5775.96","1361",False,0,"2025-07-17 15:12:34.353232+05:30"
934,"80167f","AIC2465 ","India","1752745351","1752745351","77.0355","26.848","9646.92",False,"219.99","183.08","3.9","10287",NULL,False,0,"2025-07-17 15:12:34.354232+05:30"
935,"801699","AXB1574 ","India","1752745343","1752745343","77.9401","13.6097","5600.7",False,"168.65","56.7","8.45","5524.5",NULL,False,0,"2025-07-17 15:12:34.354232+05:30"
936,"80164b","IGO1154 ","India","1752745351","1752745351","78.0436","28.5901","6530.34",False,"216.37","288.87","-11.38","6896.1",NULL,False,0,"2025-07-17 15:12:34.35623+05:30"
937,"80164e","AIC2628 ","India","1752745350","1752745350","72.8448","18.0119","10058.4",False,"243.41","1.45","0","10675.62",NULL,False,0,"2025-07-17 15:12:34.357232+05:30"
938,"801663","IGO2521 ","India","1752745350","1752745350","78.8588","27.7149","7833.36",False,"219.88","124.32","5.2","8290.56",NULL,False,0,"2025-07-17 15:12:34.357232+05:30"
939,"801667","AIC388  ","India","1752745351","1752745351","89.6852","20.5408","11879.58",False,"228.64","126.12","0.98","12664.44","0553",False,0,"2025-07-17 15:12:34.35823+05:30"
940,"801660","VTZTT   ","India","1752745351","1752745351","74.1617","17.2467","11887.2",False,"221.63","148.67","-0.33","12611.1",NULL,False,0,"2025-07-17 15:12:34.35923+05:30"
941,"80162c","AXB1192 ","India","1752745352","1752745352","81.2209","26.6623","10972.8",False,"250.53","288.06","0","11711.94",NULL,False,0,"2025-07-17 15:12:39.703154+05:30"
942,"801641","AXB1142 ","India","1752745352","1752745352","88.0467","26.2627","11277.6",False,"234.15","30.79","-0.33","12054.84","0533",False,0,"2025-07-17 15:12:39.707154+05:30"
943,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:12:39.708151+05:30"
944,"80160a","IGO639P ","India","1752745352","1752745352","74.0077","17.041","10668",False,"220.21","145.08","-0.98","11330.94",NULL,False,0,"2025-07-17 15:12:39.708151+05:30"
945,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:12:39.70915+05:30"
946,"801623","AXB1214 ","India","1752745340","1752745340","73.1962","16.4191","6774.18",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:12:39.710152+05:30"
947,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:12:39.711152+05:30"
948,"80161c","AXB343  ","India","1752745273","1752745273","75.3003","11.9424","7467.6",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:12:39.711152+05:30"
949,"80161a","IGO5201 ","India","1752745351","1752745351","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:12:39.712157+05:30"
950,"801627","AXB1153 ","India","1752745350","1752745350","76.757","28.7609","2278.38",False,"111.82","207.39","-3.9","2278.38",NULL,False,0,"2025-07-17 15:12:39.713422+05:30"
951,"801632","AKJ156C ","India","1752745353","1752745353","86.8841","22.9562","7018.02",False,"190.99","92.16","-9.1","7414.26","0337",False,0,"2025-07-17 15:12:39.715415+05:30"
952,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:12:39.716418+05:30"
953,"801685","AXB1596 ","India","1752745352","1752745352","87.8965","22.8172","5532.12",False,"187.78","295.3","4.23","5783.58","1361",False,0,"2025-07-17 15:12:39.716418+05:30"
954,"80167f","AIC2465 ","India","1752745352","1752745352","77.0352","26.8442","9654.54",False,"219.99","183.08","4.23","10302.24",NULL,False,0,"2025-07-17 15:12:39.720416+05:30"
955,"801699","AXB1574 ","India","1752745343","1752745343","77.9401","13.6097","5600.7",False,"168.65","56.7","8.45","5524.5",NULL,False,0,"2025-07-17 15:12:39.720416+05:30"
956,"80164b","IGO1154 ","India","1752745353","1752745353","78.0397","28.5912","6507.48",False,"215.89","288.91","-11.7","6865.62",NULL,False,0,"2025-07-17 15:12:39.721416+05:30"
957,"80164e","AIC2628 ","India","1752745353","1752745353","72.845","18.0185","10058.4",False,"243.41","1.45","0","10675.62",NULL,False,0,"2025-07-17 15:12:39.721416+05:30"
958,"801663","IGO2521 ","India","1752745352","1752745352","78.8626","27.7126","7840.98",False,"219.88","124.32","5.53","8298.18",NULL,False,0,"2025-07-17 15:12:39.724416+05:30"
959,"801667","AIC388  ","India","1752745352","1752745353","89.6885","20.5386","11879.58",False,"228.64","126.12","0.65","12672.06","0553",False,0,"2025-07-17 15:12:39.724416+05:30"
960,"801660","VTZTT   ","India","1752745352","1752745352","74.1639","17.2433","11887.2",False,"221.63","148.67","-0.33","12611.1",NULL,False,0,"2025-07-17 15:12:39.725416+05:30"
961,"80162c","AXB1192 ","India","1752745354","1752745354","81.2156","26.6639","10972.8",False,"250.53","288.06","0","11711.94",NULL,False,0,"2025-07-17 15:12:46.51731+05:30"
962,"801641","AXB1142 ","India","1752745356","1752745356","88.0512","26.2696","11277.6",False,"234.6","30.73","0","12054.84","0533",False,0,"2025-07-17 15:12:46.544655+05:30"
963,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:12:46.545654+05:30"
964,"80160a","IGO639P ","India","1752745356","1752745356","74.0119","17.0352","10660.38",False,"219.91","145.19","-2.28","11323.32",NULL,False,0,"2025-07-17 15:12:46.546653+05:30"
965,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:12:46.547651+05:30"
966,"801623","AXB1214 ","India","1752745340","1752745340","73.1962","16.4191","6774.18",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:12:46.548675+05:30"
967,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:12:46.54965+05:30"
968,"80161c","AXB343  ","India","1752745273","1752745273","75.3003","11.9424","7467.6",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:12:46.54965+05:30"
969,"80161a","IGO5201 ","India","1752745351","1752745356","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:12:46.55065+05:30"
970,"801627","AXB1153 ","India","1752745356","1752745356","76.7543","28.7556","2247.9",False,"109.77","202.6","-4.55","2247.9",NULL,False,0,"2025-07-17 15:12:46.55065+05:30"
971,"801632","AKJ156C ","India","1752745357","1752745357","86.8917","22.9559","6979.92",False,"190.99","92.16","-8.45","7383.78","0337",False,0,"2025-07-17 15:12:46.551649+05:30"
972,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:12:46.551649+05:30"
973,"801685","AXB1596 ","India","1752745356","1752745356","87.889","22.8204","5554.98",False,"189.4","295.24","4.23","5798.82","1361",False,0,"2025-07-17 15:12:46.551649+05:30"
974,"80167f","AIC2465 ","India","1752745355","1752745355","77.0349","26.8386","9669.78",False,"219.96","182.95","4.23","10309.86",NULL,False,0,"2025-07-17 15:12:46.55265+05:30"
975,"801699","AXB1574 ","India","1752745343","1752745343","77.9401","13.6097","5600.7",False,"168.65","56.7","8.45","5524.5",NULL,False,0,"2025-07-17 15:12:46.55265+05:30"
976,"80164b","IGO1154 ","India","1752745357","1752745357","78.0313","28.5938","6469.38",False,"215.23","288.82","-8.45","6819.9",NULL,False,0,"2025-07-17 15:12:46.553649+05:30"
977,"80164e","AIC2628 ","India","1752745357","1752745357","72.8452","18.0271","10058.4",False,"242.91","1.58","0","10675.62",NULL,False,0,"2025-07-17 15:12:46.553649+05:30"
978,"801663","IGO2521 ","India","1752745356","1752745356","78.87","27.7081","7863.84",False,"220.18","124.43","5.85","8313.42",NULL,False,0,"2025-07-17 15:12:46.555652+05:30"
979,"801667","AIC388  ","India","1752745356","1752745356","89.6952","20.5339","11887.2",False,"228.94","126.23","0","12672.06","0553",False,0,"2025-07-17 15:12:46.556444+05:30"
980,"801660","VTZTT   ","India","1752745355","1752745356","74.1672","17.238","11887.2",False,"221.63","148.67","-0.33","12611.1",NULL,False,0,"2025-07-17 15:12:46.556919+05:30"
981,"80162c","AXB1192 ","India","1752745366","1752745366","81.1874","26.6722","10972.8",False,"250.21","288.21","0","11711.94",NULL,False,0,"2025-07-17 15:12:51.82408+05:30"
982,"801641","AXB1142 ","India","1752745359","1752745365","88.0541","26.2739","11277.6",False,"234.33","30.62","0.33","12054.84","0533",False,0,"2025-07-17 15:12:51.82708+05:30"
983,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:12:51.828081+05:30"
984,"80160a","IGO639P ","India","1752745366","1752745367","74.0241","17.0184","10622.28",False,"219.2","145.23","-4.88","11277.6",NULL,False,0,"2025-07-17 15:12:51.828081+05:30"
985,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:12:51.829079+05:30"
986,"801623","AXB1214 ","India","1752745359","1752745359","73.1803","16.4505","6903.72",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:12:51.829079+05:30"
987,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:12:51.830079+05:30"
988,"80161c","AXB343  ","India","1752745273","1752745273","75.3003","11.9424","7467.6",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:12:51.83108+05:30"
989,"80161a","IGO5201 ","India","1752745361","1752745361","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:12:51.83108+05:30"
990,"801627","AXB1153 ","India","1752745366","1752745366","76.7503","28.7466","2194.56",False,"108.56","200.24","-5.85","2186.94",NULL,False,0,"2025-07-17 15:12:51.832081+05:30"
991,"801632","AKJ156C ","India","1752745366","1752745366","86.9081","22.9554","6903.72",False,"189.97","92.17","-8.13","7299.96","0337",False,0,"2025-07-17 15:12:51.832081+05:30"
992,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:12:51.83308+05:30"
993,"801685","AXB1596 ","India","1752745366","1752745366","87.8733","22.828","5585.46",False,"192.42","300.88","3.25","5836.92","1361",False,0,"2025-07-17 15:12:51.83308+05:30"
994,"80167f","AIC2465 ","India","1752745355","1752745360","77.0349","26.8386","9669.78",False,"220.47","182.94","4.23","10325.1",NULL,False,0,"2025-07-17 15:12:51.834096+05:30"
995,"801699","AXB1574 ","India","1752745343","1752745343","77.9401","13.6097","5600.7",False,"168.65","56.7","8.45","5524.5",NULL,False,0,"2025-07-17 15:12:51.834096+05:30"
996,"80164b","IGO1154 ","India","1752745365","1752745365","78.0148","28.5987","6416.04",False,"214.75","288.87","-6.18","6812.28",NULL,False,0,"2025-07-17 15:12:51.835096+05:30"
997,"80164e","AIC2628 ","India","1752745365","1752745366","72.8458","18.0467","10066.02",False,"242.91","1.58","2.93","10683.24",NULL,False,0,"2025-07-17 15:12:51.835761+05:30"
998,"801663","IGO2521 ","India","1752745360","1752745360","78.8756","27.7047","7886.7",False,"220.18","124.43","5.85","8313.42",NULL,False,0,"2025-07-17 15:12:51.836476+05:30"
999,"801667","AIC388  ","India","1752745365","1752745366","89.7113","20.5229","11887.2",False,"229.36","126.15","0","12672.06","0553",False,0,"2025-07-17 15:12:51.837485+05:30"
1000,"801660","VTZTT   ","India","1752745366","1752745366","74.179","17.2195","11887.2",False,"221.46","148.49","-0.33","12611.1",NULL,False,0,"2025-07-17 15:12:51.837485+05:30"
1001,"80162c","AXB1192 ","India","1752745371","1752745371","81.1753","26.6758","10972.8",False,"249.72","288.25","0","11711.94",NULL,False,0,"2025-07-17 15:12:58.611665+05:30"
1002,"801641","AXB1142 ","India","1752745370","1752745370","88.0676","26.2944","11277.6",False,"234.33","30.62","0.33","12054.84","0533",False,0,"2025-07-17 15:12:58.614911+05:30"
1003,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:12:58.615911+05:30"
1004,"80160a","IGO639P ","India","1752745371","1752745371","74.0299","17.0105","10599.42",False,"218.77","145.15","-4.88","11262.36",NULL,False,0,"2025-07-17 15:12:58.615911+05:30"
1005,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:12:58.616911+05:30"
1006,"801623","AXB1214 ","India","1752745359","1752745359","73.1803","16.4505","6903.72",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:12:58.617914+05:30"
1007,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:12:58.618915+05:30"
1008,"80161c","AXB343  ","India","1752745371","1752745371","75.154","12.0737","7749.54",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:12:58.618915+05:30"
1009,"80161a","IGO5201 ","India","1752745361","1752745369","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:12:58.619913+05:30"
1010,"801627","AXB1153 ","India","1752745371","1752745371","76.7483","28.7417","2171.7",False,"108.21","199.73","-6.18","2164.08",NULL,False,0,"2025-07-17 15:12:58.619913+05:30"
1011,"801632","AKJ156C ","India","1752745372","1752745372","86.92","22.955","6858",False,"189.47","92.33","-8.13","7239","0337",False,0,"2025-07-17 15:12:58.620913+05:30"
1012,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:12:58.620913+05:30"
1013,"801685","AXB1596 ","India","1752745370","1752745371","87.8666","22.8324","5608.32",False,"193.55","308.85","4.23","5867.4","1361",False,0,"2025-07-17 15:12:58.621913+05:30"
1014,"80167f","AIC2465 ","India","1752745355","1752745360","77.0349","26.8386","9669.78",False,"220.47","182.94","4.23","10325.1",NULL,False,0,"2025-07-17 15:12:58.621913+05:30"
1015,"801699","AXB1574 ","India","1752745343","1752745370","77.9401","13.6097","5600.7",False,"171.22","56.64","6.5","5821.68",NULL,False,0,"2025-07-17 15:12:58.622943+05:30"
1016,"80164b","IGO1154 ","India","1752745371","1752745372","78.0013","28.6028","6385.56",False,"209.7","288.75","-4.23","6720.84",NULL,False,0,"2025-07-17 15:12:58.623913+05:30"
1017,"80164e","AIC2628 ","India","1752745372","1752745372","72.8462","18.0598","10073.64",False,"242.91","1.58","2.28","10690.86",NULL,False,0,"2025-07-17 15:12:58.623913+05:30"
1018,"801663","IGO2521 ","India","1752745371","1752745371","78.8976","27.6913","7970.52",False,"219.88","124.32","8.13","8366.76",NULL,False,0,"2025-07-17 15:12:58.624913+05:30"
1019,"801667","AIC388  ","India","1752745371","1752745371","89.7218","20.5156","11887.2",False,"229.77","126.07","0","12672.06","0553",False,0,"2025-07-17 15:12:58.625914+05:30"
1020,"801660","VTZTT   ","India","1752745371","1752745371","74.1843","17.2111","11879.58",False,"221.19","148.6","-0.65","12603.48",NULL,False,0,"2025-07-17 15:12:58.625914+05:30"
1021,"80162c","AXB1192 ","India","1752745371","1752745371","81.1753","26.6758","10972.8",False,"249.72","288.25","0","11711.94",NULL,False,0,"2025-07-17 15:13:03.931574+05:30"
1022,"801641","AXB1142 ","India","1752745370","1752745370","88.0676","26.2944","11277.6",False,"234.33","30.62","0.33","12054.84","0533",False,0,"2025-07-17 15:13:03.975894+05:30"
1023,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:13:03.976891+05:30"
1024,"80160a","IGO639P ","India","1752745371","1752745371","74.0299","17.0105","10599.42",False,"218.77","145.15","-4.88","11262.36",NULL,False,0,"2025-07-17 15:13:03.978895+05:30"
1025,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:13:03.979896+05:30"
1026,"801623","AXB1214 ","India","1752745359","1752745359","73.1803","16.4505","6903.72",False,"205.46","334.01","7.48","7094.22",NULL,False,0,"2025-07-17 15:13:03.980894+05:30"
1027,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:13:03.983251+05:30"
1028,"80161c","AXB343  ","India","1752745371","1752745371","75.154","12.0737","7749.54",False,"209.4","312.31","3.58","7818.12",NULL,False,0,"2025-07-17 15:13:03.984253+05:30"
1029,"80161a","IGO5201 ","India","1752745361","1752745369","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:13:03.985278+05:30"
1030,"801627","AXB1153 ","India","1752745371","1752745371","76.7483","28.7417","2171.7",False,"108.21","199.73","-6.18","2164.08",NULL,False,0,"2025-07-17 15:13:03.986262+05:30"
1031,"801632","AKJ156C ","India","1752745372","1752745372","86.92","22.955","6858",False,"189.47","92.33","-8.13","7239","0337",False,0,"2025-07-17 15:13:03.987255+05:30"
1032,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:13:03.988261+05:30"
1033,"801685","AXB1596 ","India","1752745370","1752745371","87.8666","22.8324","5608.32",False,"193.55","308.85","4.23","5867.4","1361",False,0,"2025-07-17 15:13:03.989259+05:30"
1034,"80167f","AIC2465 ","India","1752745355","1752745360","77.0349","26.8386","9669.78",False,"220.47","182.94","4.23","10325.1",NULL,False,0,"2025-07-17 15:13:03.990277+05:30"
1035,"801699","AXB1574 ","India","1752745343","1752745370","77.9401","13.6097","5600.7",False,"171.22","56.64","6.5","5821.68",NULL,False,0,"2025-07-17 15:13:03.991255+05:30"
1036,"80164b","IGO1154 ","India","1752745371","1752745372","78.0013","28.6028","6385.56",False,"209.7","288.75","-4.23","6720.84",NULL,False,0,"2025-07-17 15:13:03.993024+05:30"
1037,"80164e","AIC2628 ","India","1752745372","1752745372","72.8462","18.0598","10073.64",False,"242.91","1.58","2.28","10690.86",NULL,False,0,"2025-07-17 15:13:03.994241+05:30"
1038,"801663","IGO2521 ","India","1752745371","1752745371","78.8976","27.6913","7970.52",False,"219.88","124.32","8.13","8366.76",NULL,False,0,"2025-07-17 15:13:03.995226+05:30"
1039,"801667","AIC388  ","India","1752745371","1752745371","89.7218","20.5156","11887.2",False,"229.77","126.07","0","12672.06","0553",False,0,"2025-07-17 15:13:03.996216+05:30"
1040,"801660","VTZTT   ","India","1752745371","1752745371","74.1843","17.2111","11879.58",False,"221.19","148.6","-0.65","12603.48",NULL,False,0,"2025-07-17 15:13:03.997222+05:30"
1041,"80162c","AXB1192 ","India","1752745380","1752745380","81.1546","26.6819","10972.8",False,"249.56","288.14","0","11711.94",NULL,False,0,"2025-07-17 15:13:10.695012+05:30"
1042,"801641","AXB1142 ","India","1752745380","1752745380","88.0796","26.3126","11277.6",False,"234.33","30.62","0","12054.84","0533",False,0,"2025-07-17 15:13:10.698012+05:30"
1043,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:13:10.699012+05:30"
1044,"80160a","IGO639P ","India","1752745380","1752745380","74.0404","16.9959","10561.32",False,"218.77","145.15","-4.55","11216.64",NULL,False,0,"2025-07-17 15:13:10.70001+05:30"
1045,"801616","IGO53AE ","India","1752745249","1752745249","73.0514","20.1259","9494.52",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:13:10.701013+05:30"
1046,"801623","AXB1214 ","India","1752745380","1752745380","73.1618","16.4867","7018.02",False,"209.83","333.81","5.2","7330.44",NULL,False,0,"2025-07-17 15:13:10.701013+05:30"
1047,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:13:10.702011+05:30"
1048,"80161c","AXB343  ","India","1752745371","1752745376","75.154","12.0737","7749.54",False,"225.42","312.32","2.93","8145.78",NULL,False,0,"2025-07-17 15:13:10.703012+05:30"
1049,"80161a","IGO5201 ","India","1752745372","1752745379","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:13:10.705499+05:30"
1050,"801627","AXB1153 ","India","1752745380","1752745380","76.7449","28.7334","2110.74",False,"107.9","200.08","-5.53","2110.74",NULL,False,0,"2025-07-17 15:13:10.71248+05:30"
1051,"801632","AKJ156C ","India","1752745380","1752745381","86.9355","22.9544","6781.8",False,"188.96","92.34","-8.45","7162.8","0337",False,0,"2025-07-17 15:13:10.713479+05:30"
1052,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:13:10.714479+05:30"
1053,"801685","AXB1596 ","India","1752745380","1752745380","87.8519","22.8446","5638.8",False,"196.15","313.41","2.28","5897.88","1361",False,0,"2025-07-17 15:13:10.71548+05:30"
1054,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:13:10.71649+05:30"
1055,"801699","AXB1574 ","India","1752745343","1752745370","77.9401","13.6097","5600.7",False,"171.22","56.64","6.5","5821.68",NULL,False,0,"2025-07-17 15:13:10.717484+05:30"
1056,"80164b","IGO1154 ","India","1752745381","1752745381","77.9826","28.6084","6339.84",False,"205.79","288.66","-3.58","6675.12",NULL,False,0,"2025-07-17 15:13:10.717484+05:30"
1057,"80164e","AIC2628 ","India","1752745381","1752745381","72.8467","18.0799","10096.5",False,"243.94","1.57","2.6","10721.34",NULL,False,0,"2025-07-17 15:13:10.71848+05:30"
1058,"801663","IGO2521 ","India","1752745377","1752745377","78.9075","27.6853","8016.24",False,"219.88","124.32","8.13","8366.76",NULL,False,0,"2025-07-17 15:13:10.71948+05:30"
1059,"801667","AIC388  ","India","1752745380","1752745380","89.7367","20.5054","11887.2",False,"230.38","126.28","0.33","12672.06","0553",False,0,"2025-07-17 15:13:10.72105+05:30"
1060,"801660","VTZTT   ","India","1752745379","1752745380","74.1922","17.1986","11879.58",False,"221.19","148.6","0.33","12603.48",NULL,False,0,"2025-07-17 15:13:10.722358+05:30"
1061,"80162c","AXB1192 ","India","1752745391","1752745391","81.1283","26.6897","10972.8",False,"249.07","288.17","0","11711.94",NULL,False,0,"2025-07-17 15:13:16.11105+05:30"
1062,"801641","AXB1142 ","India","1752745386","1752745388","88.0863","26.3228","11277.6",False,"234.78","30.55","0","12054.84","0533",False,0,"2025-07-17 15:13:16.143534+05:30"
1063,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:13:16.145494+05:30"
1064,"80160a","IGO639P ","India","1752745391","1752745392","74.0533","16.978","10507.98",False,"218.77","145.15","-4.55","11155.68",NULL,False,0,"2025-07-17 15:13:16.146493+05:30"
1065,"801616","IGO53AE ","India","1752745388","1752745388","73.0267","20.4218","10081.26",False,"238.48","355.3","1.95","10721.34",NULL,False,0,"2025-07-17 15:13:16.147493+05:30"
1066,"801623","AXB1214 ","India","1752745389","1752745391","73.1542","16.5016","7063.74",False,"212.13","333.81","5.2","7406.64",NULL,False,0,"2025-07-17 15:13:16.150415+05:30"
1067,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:13:16.152483+05:30"
1068,"80161c","AXB343  ","India","1752745392","1752745392","75.1223","12.102","7840.98",False,"225.07","312.22","5.2","8153.4",NULL,False,0,"2025-07-17 15:13:16.153431+05:30"
1069,"80161a","IGO5201 ","India","1752745382","1752745389","72.8537","19.0917",NULL,True,"0","357.19",NULL,NULL,NULL,False,0,"2025-07-17 15:13:16.154435+05:30"
1070,"801627","AXB1153 ","India","1752745391","1752745391","76.7407","28.7235","2057.4",False,"106.82","200.88","-5.2","2042.16",NULL,False,0,"2025-07-17 15:13:16.155572+05:30"
1071,"801632","AKJ156C ","India","1752745391","1752745392","86.956","22.9537","6690.36",False,"188.42","92.19","-8.78","7056.12","0337",False,0,"2025-07-17 15:13:16.156591+05:30"
1072,"80161d","AKJ136V ","India","1752745323","1752745323","77.3971","13.9952","6728.46",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:13:16.158594+05:30"
1073,"801685","AXB1596 ","India","1752745391","1752745391","87.8365","22.8582","5676.9",False,"199.39","313.75","2.93","5943.6","1361",False,0,"2025-07-17 15:13:16.159638+05:30"
1074,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:13:16.160594+05:30"
1075,"801699","AXB1574 ","India","1752745391","1752745391","78.0032","13.6502","5920.74",False,"172.08","56.83","5.53","6156.96",NULL,False,0,"2025-07-17 15:13:16.162936+05:30"
